opportunity_id,description,category,opportunity_type,opportunity_field,age_range,grade_level,phone_number,Ext,website,Images,modality,qualification,paid,cost,source,rating_5_star,org_id,event_address_id,contact_id,program_id,subprogam_id
59,"The 3 day Elite ID Camp hosted by Carnegie Mellon University Women’s Soccer is your best opportunity to feel what it is like to be a part of one of the best programs in the nation and our #1 recruiting platform and evaluation tool. 98% of our team members have attended one or more of our camps prior to being selected for our program. Meet and compete with some of the best players from around the country, work with the staff of our women's soccer program, and interact with current players of our women's soccer program. Come and see what makes our program and university so special!",Sports Teams,Camps,Sports,14-18,High School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,$545.00,Gelfand Center,,1,32,41,23,16
60,"The CMU Elite Youth Soccer Camp is designed to develop individual abilities and skills through activities and small sided games. Our summer camp experience will allow both beginners and experienced players the ability to learn and grow. Players will be challenged, grow, and have fun at Pittsburgh's best soccer camp.

We are a co-ed camp!!! If you are between the age of 5 - 14, want to develop your soccer skills, and have fun; you are welcome to attend camp",Sports Teams,Camps,Sports,11-14,Middle School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,$325.00,Gelfand Center,,1,33,7,23,17
61,"The CMU Elite Youth Soccer Camp is designed to develop individual abilities and skills through activities and small sided games. Our summer camp experience will allow both beginners and experienced players the ability to learn and grow. Players will be challenged, grow, and have fun at Pittsburgh's best soccer camp.

We are a co-ed camp!!! If you are between the age of 5 - 14, want to develop your soccer skills, and have fun; you are welcome to attend camp",Sports Teams,Camps,Sports,5-11,Elementary School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,$325.00,Gelfand Center,,1,33,7,23,17
62,"The CMU Elite Youth Soccer Camp is designed to develop individual abilities and skills through activities and small sided games. Our summer camp experience will allow both beginners and experienced players the ability to learn and grow. Players will be challenged, grow, and have fun at Pittsburgh's best soccer camp.

We are a co-ed camp!!! If you are between the age of 5 - 14, want to develop your soccer skills, and have fun; you are welcome to attend camp",Sports Teams,Camps,Sports,5-11,Elementary School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,$225.00,Gelfand Center,,1,34,7,23,18
63,Part of CMU's variety of camps and clinics are offered each summer. For competitive female soccer players interested in attending Carnegie Mellon University.,Sports Teams,Camps,Sports,14-18,High School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,35,,23,19
64,Part of CMU's variety of camps and clinics are offered each summer. For boys in 9th-12th grade interested in attending Carnegie Mellon University.,Sports Teams,Camps,Sports,14-18,High School,412-268-2218,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,36,39,23,20
65,Part of CMU's variety of camps and clinics are offered each summer. For competitive female volleyball players grades 9-12 interested in attending Carnegie Mellon University.,Sports Teams,Camps,Sports,14-18,High School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,37,24,23,21
66,Part of CMU's variety of camps and clinics are offered each summer. For competitive female softball players grades 9-12 interested in attending Carnegie Mellon University.,Sports Teams,Camps,Sports,14-18,High School,412-268-5923,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,38,23,23,22
67,Part of CMU's variety of camps and clinics are offered each summer. For competitive swimmers age 8-16.,Sports Teams,Camps,Sports,5-11,Elementary School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,39,50,23,58
68,Part of CMU's variety of camps and clinics are offered each summer. For competitive swimmers age 8-16.,Sports Teams,Camps,Sports,11-14,Middle School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,39,50,23,58
69,Part of CMU's variety of camps and clinics are offered each summer. For competitive swimmers age 8-16.,Sports Teams,Camps,Sports,14-18,High School,,,https://athletics.cmu.edu/athletics/camps-clinics,,0,,0,,Gelfand Center,,1,39,50,23,58
70,"The Regeneron International Science & Engineering Fair (ISEF) is the world’s largest pre-college celebration of 
science. Held annually in May, ISEF brings together over 1,800 students from more than 75 nations to compete for 
scholarships, tuition grants, internships, scientific field trips and the grand prize, a $75,000 college scholarship.",Scholarships,Events,STEM,14-18,High School,202-785-2255,,http://www.societyforscience.org/isef/,,0,,1,,Gelfand Center,,8,40,14,24,
71,"Regeneron STS is the nation’s oldest and most prestigious science competition for high school seniors, providing an important forum for original research that is recognized and reviewed by a national jury of professional scientists. Annually, over 1,800 high school seniors from around the country accept the challenge of conducting independent science, math or engineering research and completing an entry for the Regeneron Science Talent Search. The competition recognizes 300 student scholars and their schools each year and invites 40 student finalists to Washington, D.C. to participate in final judging, display their work to the public, and meet with notable scientists and government leaders. Each year, Regeneron STS scholars and finalists compete for $3.1 million in awards.",Competitions,Competitions,STEM,14-18,High School,202-785-2255,,,,1,"Any student who is enrolled in and enrolled in their final year of secondary school in the US and its territories may apply. Also, students who are US citizens living abroad may qualify. ",1,,Gelfand Center,,8,,,25,
72,"Provides resources, advice, and stories of inspiration on completing research outside of a traditional laboratory environment for students. They can guide students on varieties of projects including coding on with computer science, people-watch from afar with a behavioral science project, engineer a solution to a problem in your home, or get close and personal with favorite insects.They have sections including:  Finding inspiration for projects; Project guidance; Guidance on specific topics; Additional Opportunities ",Enrichment Exposure Exploration,Self Learning Resources,STEM,14-18,High School,202-785-2255,,https://www.societyforscience.org/research-at-home/,,1,,0,$0.00,Gelfand Center,,8,,,26,
73,"Provides resources, advice, and stories of inspiration on completing research outside of a traditional laboratory environment for students. They can guide students on varieties of projects including coding on with computer science, people-watch from afar with a behavioral science project, engineer a solution to a problem in your home, or get close and personal with favorite insects.They have sections including:  Finding inspiration for projects; Project guidance; Guidance on specific topics; Additional Opportunities ",Enrichment Exposure Exploration,Self Learning Resources,STEM,11-14,Middle School,202-785-2255,,https://www.societyforscience.org/research-at-home/,,1,,0,$0.00,Gelfand Center,,8,,,26,
74,Camp Kesem at CMU provides free year-round support and a one week free overnight camp experience for children in the Pittsburgh area who have been affected by their parents' cancer. ,Local Clubs,Camps,,5-11,Elementary School,412-206-1333,,https://thebridge.cmu.edu/organization/campkesemcmu,,,,0,$0.00,Gelfand Center,,9,41,,27,
75,Camp Kesem at CMU provides free year-round support and a one week free overnight camp experience for children in the Pittsburgh area who have been affected by their parents' cancer. ,Local Clubs,Camps,,11-14,Middle School,412-206-1333,,https://thebridge.cmu.edu/organization/campkesemcmu,,,,0,$0.00,Gelfand Center,,9,41,,27,
76,Camp Kesem at CMU provides free year-round support and a one week free overnight camp experience for children in the Pittsburgh area who have been affected by their parents' cancer. ,Local Clubs,Camps,,14-18,High School,412-206-1333,,https://thebridge.cmu.edu/organization/campkesemcmu,,,,0,$0.00,Gelfand Center,,9,41,,27,
77,Keystone Education Yields Success (KEYS) assists students who receive Temporary Assistance for Needy Families (TANF) and Supplemental Nutrition Assistance Program (SNAP) support in their pursuit of postsecondary education.  Students enrolled in the program have the opportunity to meet regularly with program staff who will help them meet their educational goals and career development.,Local Clubs,College/University Entrance Support,,14-18,High School,215-751-8025,,https://myccp.online/division-access-and-community-engagement-dace/keystone-education-yields-success-keys,,,The program is targeted for students who receive Temporary Assistance for Needy Families (TANF) and Supplemental Nutritional Assistance Program (SNAP) support in their pursuit of postsecondary education. Eligible students who are interested in enrolling in KEYS should contact their caseworker at their assigned County Assistance Office (CAO) for a referral or contact the KEYS office directly. for more information.,0,$0.00,"Mayada Christiansen – Director for Youth Programs, Partner4work",,10,,,28,
78,Apprenticeships are innovative training programs that allow employers to develop and prepare their future workforce while providing individuals with a learn-while-you-earn approach to career development. Apprenticeships include: paid Job; on-the-Job Learning; classroom Learning; mentorship; credentials.,Apprenticeships,"Job opportunities, Internships, Apprenticeships",,14-18,High School,717-787-5279,,https://www.dli.pa.gov/Individuals/Workforce-Development/apprenticeship/Pages/default.aspx,,,,0,$0.00,"Mayada Christiansen – Director for Youth Programs, Partner4work",,11,,,29,
79,"Project Ignite aims to have the high school students be in the driver's seat: they will be the ones brainstorming possibilities, making plans, and doing the legwork to achieve a shared goal, while the project advisors act as mentors to challenge them and provide guidance when appropriate. Students may participate in projects covering a wide range of interdisciplinary topics. In the past, students have started and managed a Minecraft server business; designed and created robotic hands; built a working hologram projector; and recorded tracks in the style of musique concrète. (For a complete listing, visit our projects page.)

But if you don't see your favorite topic among the ones listed, don't fret: students are encouraged to propose their own project ideas and to take full advantage of our project advisors' collective knowledge and expertise High school students meet with their project advisors for a weekly 3 hour workshop over a 10 week period during the spring semester (the 2020-2021 semester has a different remote-only structure). The majority of project work is done during these workshops, though students continue to work on the project throughout the week. 

At the end of the 10 weeks program, the high school students present their projects to friends, family, and the Carnegie Mellon and Pittsburgh communities in a project showcase.",Enrichment Exposure Exploration,Courses/Workshops,,14-18,High School,,,https://projectignitecmu.org/,,,,0,$0.00,Gelfand Center,,1,42,,30,
80,"CMU Splash is an event designed to bring high school students together for a day of learning. Taught by passionate CMU undergraduates, students will get the opportunity to explore both non traditional and traditional topics.",Enrichment Exposure Exploration,Events,,14-18,High School,,,https://cmusplash.learningu.org/,,,,0,$0.00,Gelfand Center,,1,43,,31,
81,"A non-profit organization dedicated to hosting Science Olympiad invitational tournaments at Carnegie Mellon University. Science Olympiad is a national organization that seeks to inspire interest in STEM among youth through competitions in various disciplines such as biology, chemistry, physics, earth science, and engineering. The tournament features challenging exams and rigorous competition, and teams will find it to provide invaluable preparation for Science Olympiad competitions at the regional, state, and national levels.

",Local Clubs,Clubs,STEM,14-18,High School,,,https://thebridge.cmu.edu/organization/cmuscienceolympiad,,,,1,,Gelfand Center,,1,,,32,
82,"All About Me (AAM) is primarily a mentoring, tutorial, and employability program, with specific academic and cultural activities tailored to address issues of truancy, social adaptation, and academic performance—in hopes of preparing students to be Pittsburgh Promise Eligible.

Students Engage In:
Weekly success mapping sessions where they receive tailored one-on-one tutoring and academic support 
Cultural and social enrichment activities 
A mentorship relationship with a near-peer from local universities 
Drop-in academic sessions 

Program offered from October to August. ",Local Clubs,Academic Support,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/allaboutme,,0,9th –12th grade,0,$0.00,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,33,
83,"All About Me (AAM) is primarily a mentoring, tutorial, and employability program, with specific academic and cultural activities tailored to address issues of truancy, social adaptation, and academic performance—in hopes of preparing students to be Pittsburgh Promise Eligible.

Students Engage In:
Weekly success mapping sessions where they receive tailored one-on-one tutoring and academic support 
Cultural and social enrichment activities 
A mentorship relationship with a near-peer from local universities 
Drop-in academic sessions 

Program offered from October to August. ",Local Clubs,Mentoring,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/allaboutme,,0,9th –12th grade,0,$0.00,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,33,
84,"College Prep (CP) is designed for 11th and 12th grade students who are interested in receiving admission testing support, one-on-one mentorship and college guidance, exposure to collegiate contexts, and assistance in completing college and scholarship application materials. What sets YES’ college prep apart from others is the level of staff commitment in providing students with individualized support and service tailoring. Whether it’s past program hours or on the weekend, staff support students throughout their pre-college and college journeys. 

Students Engage In:
Admission Testing Support
iMentor Meetings 
College Application Development Sessions 
College 101 Sessions 
College Tours and Visits 

Programs offered from September - June",College Campus Tour,College/University Entrance Support,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/collegeprep,,0,"Eligibility Status:
11th – 12th grade",0,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,35,
85,"Female Empowerment and Wellness Initiative (FeWi) is designed to provide and foster a positive and healthful space for sisterhood. In a series of sessions and outings, our female students think broadly about their health as they explore wellness through lenses of selfcare, financial independence, physical fitness, and spirituality. In doing so, they counter the narrative they often confront around standards of beauty, health, and simply being. As sisters move through the program, and work through this deconstructive process, they develop improved self-confidence and self-awareness and are ready to challenge notions. 

Students Engage In:
Discussion Seminars 
Thematic Excursions 
Social and Cultural Outings 

Programs offered from October - June",Local Clubs,Clubs,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/fewi,,0,"Eligibility Status: 
9th – 12th grade",0,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,36,
86,"Voices to Men is designed to provide young men with the knowledge and skills to be socially and economically successful community leaders. Through a variety of targeted sessions, outings, and exercises with male mentors, participants will demonstrate knowledge of and strategically use their social, educational, and real voices and challenge the often-restrictive story plaguing men of color. In doing so, participants will speak their rich stories, discuss relevant and pressing issues in a supportive environment, heal, and grow. 

Students Engage In:
Barbershop Talks 
Physical Activities 
Social and Cultural Outings 
Team Building Exercises 

Programs offered from january to June",Local Clubs,Clubs,,14-18,High School,412-661-7839,,https://www.youthenrichmentservices.org/voicestomen,,0,"Eligibility Status: 
9th – 12th grader ",0,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,37,
87,"The Pathways to Access Program (PAP) is a workforce development program that exposes 9–12 graders to a variety of career experience and allows them to develop skills necessary to enter the workforce. Through year-round mentorship, project-based learning experiences, and other skill development opportunities students gain the knowledge about careers that interest them while receiving financial incentives for program participation. Each cohort receives specific outcomes based on their grade level. 

Students Engage In:
Monthly workforce development training
Monthly career spotlight events
Monthly job shadowing
Monthly career counseling sessions 
Various hours of paid work experience and project-based opportunities

Programs offered from September to June",Skills Training,Skills Training,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/thepathwaystoaccessprogram,,0,"Eligibility Status:
9th – 12th grade
14  – 18 years old (in school youth)
Allegheny County residence
Curious about different career industries",1,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,38,
88,"The Learn and Earn Summer Youth Employment Program is a summer opportunity that provides youth, ages 14 – 21, with employment around the city of Pittsburgh. Learn and Earn students work in diverse jobs and occupational areas to gain professional experience, technical skills, and knowledge of employer expectations, as well as exposure to possible career paths. In addition to developing valuable work experience, youth also earn wages and contribute to Pittsburgh's tax base and economic growth. The goals of Learn and Earn are to prepare youth to understand appropriate workplace behaviors, the rigors of the workplace, job survival skills, and to challenge youth to explore career interests and opportunities.",Internships,"Job opportunities, Internships, Apprenticeships",,14-18,High School,,,https://www.partner4work.org/learn-earn/,,0,"Eligibility Status: 
Allegheny County and/or City of Pittsburgh residents who will be at least 14 years old and no older than 21 of the year in which application is made.

Documentation: 
Proof of age (birth certificate, driver’s license or state ID, etc.)
Social Security Number (social security card)
Citizenship Status (birth certificate, passport, etc.)
Proof of Address (report card, home utility bill, lease agreement)
Proof of Household Income (head of household’s most recent pay stub)",1,,Lisa Abel-Palmieri - Girls and Boys Club,,55,,,39,
89,"Teen Mentoring Certification Training
Teen mentoring certification training (TMCT) is a vital component of YES’ mentoring program and is designed to connect adolescents with resources to build their leadership skills and mentorship knowledge.

TMCT cultivates prospective mentors to develop effective relationships, to understand the scope of their leadership roles, to advance competency in motivating others, and to apprehend the concept of positive peer development with the ultimate goal of becoming a certified peer mentor. 

Students Engage In:
Workshops
Physical Activities (horseback riding, swimming, relay races) 
Talent Show 
Team Building Exercises 

Program offered in June. ",Skills Training ,Skills Training,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/faithranch,,0,"Eligibility Status: 
Learn and Earn Participant
Summer Scholar or Advanced Summer Scholar  
9th – 12th grader ",1,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,40,
90,"Summer Work for Success (SWFS) is constructed to enhance students’ employability and workability skills through a variety of workshops and activities. More specifically, students engage in a series of sessions to explore careers, to develop interpersonal skills, and to discuss ethics, decision-making, and workplace etiquette. SWFS provides students with an understanding of the work experience and an opportunity to create supporting documentation (resumes and cover letters) that will assist students in the application and interview processes. At the program’s end, students participate in a stimulation experience, during which they interview for apprenticeships available in Summer Magic and apply their accrued etiquette skills in a formal dining experience.

Students Engage In:
Workshops 
Interview Simulation 
Dining Simulation 
Job Application Development 

Program offered in June.",Skills Training ,Skills Training,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/summerworkforsucess,,0,"Eligibility Status: 
Learn and Earn participant
Summer Scholar
9th – 10th grader ",1,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,41,
91,"Summer Magic is designed to provide academically enriched STEAM education to middle school students during the summer months. Through Summer Magic, youth engage communication arts, science, engineering, and technology coursework with a hands-on and project-based learning approach. Students supplement their experiential learnings with a community-based participatory research project that reflects their academic and personal interests. Summer Magic fosters a learning environment conducive to exploring, thinking, and risk-taking. 

Students Engage In:
Enrichment Sessions 
Apprenticeship 
Social and Cultural Outings 
Community Research Seminars 

Program offered from July to August ",Enrichment Exposure Exploration,Courses/Workshops,STEAM,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/summermagic,,0,"Eligibility Status: 
Learn and Earn participant
Summer Scholar
9th – 10th grader ",1,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,42,
92,"Summer Study for Success (SSFS) is the pinnacle of YES’ summer programs and is the most comprehensive, competitive and intensive academic opportunity for youth. This program exposes students to research and career exploration, alongside practitioners and experts in the fields of: Sport Science and Health, Business and Entrepreneurship, African American Studies, and Culinary Arts and Nutrition. SSFS is designed to enhance youths’ research, critical thinking, writing, and presentation skills. Students attend Friday research development workshops, during which they learn research methodology and generate their own research questions, hypotheses, data collection methods, and survey protocols. Students extrapolate their findings, synthesize their results into poster presentations and present their work before distinguished panelists. Students’ community-based research projects are supplemented by their weekly experiential learning classes, facilitated by their instructors.
",Apprenticeships,Courses/Workshops,,14-18,High School,412-661-7834,,https://www.youthenrichmentservices.org/summerstudyforsuccess,,0,"Eligibility Status: 
Learn and Earn participant
Advanced Summer Scholar  
9th – 12th grader ",1,,Lisa Abel-Palmieri - Girls and Boys Club,,12,,,43,
93,"TechNights (Creative Technology Nights) aims to expand diversity of interest in computing among middle school students. Using computer animation, web design, programming, robotics, and interactive medias, we hope to engage a more diverse generation of future technologists. TechNights provides hands-on technology skills and practice for middle school girls through a series of weekly workshops. The on-campus workshops cover such topics as robotics, algorithms, programming, game design, machine learning and more. A graduate leader oversees the workshops and assists other CMU students, who develop individual sessions. Student volunteers help, which allows for one-on-one guidance. Since the advent of COVID-19, program leaders and volunteers have begun developing videos that participants can watch remotely.

Students Engage In:
Experiential classes 
Social and Cultural Outings 
Research Development Sessions  
Annual Research Symposium 

Program  offered from July to August",Enrichment Exposure Exploration,Courses/Workshops,Technology ,14-18,High School,,,https://www.cmu.edu/scs/technights/,,,,0,,Gelfand Center,,1,44,,44,
94,"TechNights (Creative Technology Nights) aims to expand diversity of interest in computing among middle school students. Using computer animation, web design, programming, robotics, and interactive medias, we hope to engage a more diverse generation of future technologists. TechNights provides hands-on technology skills and practice for middle school girls through a series of weekly workshops. The on-campus workshops cover such topics as robotics, algorithms, programming, game design, machine learning and more. A graduate leader oversees the workshops and assists other CMU students, who develop individual sessions. Student volunteers help, which allows for one-on-one guidance. Since the advent of COVID-19, program leaders and volunteers have begun developing videos that participants can watch remotely.

Students Engage In:
Experiential classes 
Social and Cultural Outings 
Research Development Sessions  
Annual Research Symposium 

Program  offered from July to August",Enrichment Exposure Exploration,Courses/Workshops,Technology ,14-18,High School,,,https://www.cmu.edu/scs/technights/,,,,0,,Gelfand Center,,1,44,,44,
95,"Women@SCS' mission is to create, encourage, and support women's academic, social and professional opportunities in the computer sciences and to promote the breadth of the field and its diverse community. The Women@SCS Advisory Committee consists of undergraduate students, graduate students, and faculty within the School of Computer Science.

Members of the Committee have initiated many programs, such as the Big/Little Sister program for undergraduates, the Student-Faculty Lunch Series, and other social and academic events. Women@SCS also sponsors outreach projects, such as the Women@SCS Outreach Roadshow and TechNights, a free weekly series of workshops for middle school girls taught by our students.",Enrichment Exposure Exploration,Events,Computer Science ,5-11,Elementary School,,,https://www.cmu.edu/scs/women-scs/programs/outreach.html,,,,0,,Gelfand Center,,1,,13,45,
96,"Women@SCS' mission is to create, encourage, and support women's academic, social and professional opportunities in the computer sciences and to promote the breadth of the field and its diverse community. The Women@SCS Advisory Committee consists of undergraduate students, graduate students, and faculty within the School of Computer Science.

Members of the Committee have initiated many programs, such as the Big/Little Sister program for undergraduates, the Student-Faculty Lunch Series, and other social and academic events. Women@SCS also sponsors outreach projects, such as the Women@SCS Outreach Roadshow and TechNights, a free weekly series of workshops for middle school girls taught by our students.",Enrichment Exposure Exploration,Events,Computer Science ,11-14,Middle School,,,https://www.cmu.edu/scs/women-scs/programs/outreach.html,,,,0,,Gelfand Center,,1,,13,45,
97,"Women@SCS' mission is to create, encourage, and support women's academic, social and professional opportunities in the computer sciences and to promote the breadth of the field and its diverse community. The Women@SCS Advisory Committee consists of undergraduate students, graduate students, and faculty within the School of Computer Science.

Members of the Committee have initiated many programs, such as the Big/Little Sister program for undergraduates, the Student-Faculty Lunch Series, and other social and academic events. Women@SCS also sponsors outreach projects, such as the Women@SCS Outreach Roadshow and TechNights, a free weekly series of workshops for middle school girls taught by our students.",Enrichment Exposure Exploration,Events,Computer Science ,14-18,High School,,,https://www.cmu.edu/scs/women-scs/programs/outreach.html,,,,0,,Gelfand Center,,1,,13,45,
98,"The Hospital Elder Life Program (HELP) gives volunteers the opportunity to connect with geriatric patients through clinical bedside interventions. Volunteers provide a specialized, more comfortable experience by focusing on orientation, feeding and hydration, therapeutic activities, and meaningful conversation. HELP has opportunities at Allegheny General Hospital and West Penn Hospital. Both locations require a minimum commitment of 120 hours of service.",Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,,Juniors in High School,0,,CMU Team,,13,,,46,
99,"For those who are eligible and in need of clinical experience, AHN hospitals provide clinical volunteer roles. Be sure to mention your interest in clinical opportunities when you apply.  

Application Form: https://allegheny.vsyslive.com/pages/app/61EFWO7WP9NQRA10",Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,0,Juniors in High School,0,,CMU Team,,13,,,47,
100,"Some hospitals provide unique services to patients, visitors, and staff, thanks to volunteers who are willing to share talents and expertise. 

Application Form: https://allegheny.vsyslive.com/pages/app/61EFWO7WP9NQRA10",Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,,Juniors in High School,0,,CMU Team,,13,,,48,
101,"Our program is for dogs only. All dogs must have a Pet Therapy Certification and proof of immunizations for rabies, lepto, parvo, and distemper. Owners must read and sign our AHN Certified Pet Therapy Policy. Teams offer one-on-one pet therapy to individuals as well as groups of patients, visitors, and employees. 

Application Form: https://allegheny.vsyslive.com/pages/app/61EFWO7WP9NQRA10",Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,0,Juniors in High School,0,,CMU Team,,13,,,49,
102,Share the gift of your creativity. Art therapy roles vary by location. ,Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,0,Juniors in High School,0,,CMU Team,,13,,,50,
103,Enhance the patient and visitor experience by providing a calming and peaceful atmosphere for our patients and guests. Play solo or in a small group in the atrium areas and patient care settings. Volunteers must be fluid in their instrument of choice and feel comfortable playing in front of small crowds. You'll need to transport your own instrument. Most locations don't offer shared equipment or instruments. ,Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,0,Juniors in High School,0,,CMU Team,,13,,,51,
104,"If you’re certified in Reiki Level II or above, you can volunteer to provide brief one-on-one sessions to patients in inpatient and outpatient settings. You’ll need to provide proof of certification. ",Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,0,Juniors in High School,0,,CMU Team,,13,,,52,
105,Our AHN Cancer Institute Care and Cosmetics Program needs volunteers to help teach free makeup classes to cancer patients and survivors. You must possess a current cosmetology license. ,Volunteer Opportunities,Volunteer Opportunities,Health Care,14-18,High School,412-359-3067,,https://www.ahn.org/about/volunteering/opportunities.html,,0,Juniors in High School,0,,CMU Team,,13,,,53,
106,"The job shadow program will allow you to observe an employee performing his/her daily duties at the following facilities: Allegheny General Hospital (AGH), Allegheny Valley Hospital (AVH), Canonsburg Hospital (CH), Forbes Hospital (Forbes), Saint Vincent Hospital (Erie, Pa.), West Penn Hospital (WPH) and the Allegheny Clinic (physician offices). There is a maximum of 16 hours within a year for someone to shadow.  Students interested in experiences beyond 16 hours should contact healthsciences@ahn.org to learn more about our internship/externship guidelines.

AHN Shadow experiences are classified as an experience that is 16 hours or less in a calendar year.  Please note this is purely a shadowing experience, and is not hands-on learning.  Students seeking hand-on learning for a clinical rotation (for academic credit) should email healthsciences@ahn.org for additional information.",Apprenticeships,"Job opportunities, Internships, Apprenticeships",Health Care,14-18,High School,412-359-3166,,https://www.ahn.org/health-care-professionals/education/career-exploration/shadow-observer-experience.html,,0,,0,,CMU Team,,13,,,54,
107,"Health Science Career Exploration Institute (HSCEI), the former Medical Explorers Program is a school-year program for Pittsburgh-area high school students. The Health Sciences Career Exploration Institute (HSCEI) is an after school program for high school students in grades 9 - 12 that provides exposure to careers in the health sciences at the University of Pittsburgh particularly to students from groups who have been historically underrepresented in the health sciences. Participants will learn about the broad variety of career options available in health care and engage in exciting, hands-on experiences. The group meets weekly (usually each Wednesday on the University of Pittsburgh main campus), examining a (student-selected) different topic each semester. Students attend lectures from minority physicians, meet and interact with minority medical students, shadow physicians, and participate in laboratory experiences such as clinical pathology conferences. Supplemental activities such as CPR certification and study skills instruction are available. ",Enrichment Exposure Exploration,Courses/Workshops,Health Care,14-18,High School,412-648-9674,,https://www.emergencymedicine.pitt.edu/diversity-outreach-resources,,0,,0,,CMU Team,,14,45,30,55,
108,"The High School Summer Internship Program provides students with the opportunity to participate in basic, translational, or clinical scientific research with the goal of interesting students in biomedical research as a potential career.

During the 4-week program (160 total hours) each student will have the opportunity to work on their own research project under the guidance of an investigator and their staff at MWRI or Magee-Womens Hospital. In addition, students will attend informal Lunch & Learn sessions, during which investigators will discuss biomedical science as a career from their personal perspectives and journeys in the field.

At the end of the program, students present their research findings via a PowerPoint presentation to other participants as well as to the MWRI faculty and staff at the annual High School Internship Presentation Day.

The Institute includes basic, translational, and clinical faculty researchers from the University of Pittsburgh’s Department of Obstetrics, Gynecology and Reproductive Sciences, as well as from other departments at the University of Pittsburgh School of Medicine.",Internships,"Job opportunities, Internships, Apprenticeships",Biomedicine ,14-18,High School,412-641-8977,,https://mageewomens.org/for-researchers/education/high-school-summer-internship-program,,2,"high school students interested in learning about biomedical research who are currently in their junior or senior year of high school

All applicants must have permanent/primary residence in the local southwest Pennsylvania region (Counties: Greene, Fayette, Somerset, Westmoreland, Allegheny, Washington, Beaver, Lawrence, Mercer, Butler, Armstrong, Indiana, and Cambria). The program will utilize a hybrid format in which mentors may allow students to work from home for part of the internship, however, in-person attendance should be expected as well.

Requirements: 
Application Form
Demographic Form
Cover Letter
Personal Statement 
High School Transcript
Two letters of recommendation, preferably from science teacher(s) and/or guidance counselor(s). ",1,,CMU Team,,15,46,6,56,
109,"Are you interested in studying biology in college?  If so, the Gene Team program at Pitt would love to hear from you!  We are looking for a group of scientific-minded high school students who want to learn more about Biology while developing laboratory skills.  You will be immersed in a current research project from a lab here at Pitt over the course of the 4-week program.  Additionally, we will take time to focus on strategies and skills that will be invaluable for applying to and succeeding in college!

The Gene Team is a proud participant in the NSF INCLUDES Alliance, STEM PUSH Network, a national network of precollege programs aiming to increase college enrollment for minoritized students.

Gene Team is offered exclusively to students from Pittsburgh Public Schools, or other urban schools within the city.",Internships,"Job opportunities, Internships, Apprenticeships",Biology,14-18,High School,412-383-5739_,,https://www.biology.pitt.edu/k-12-outreach/gene-team,,0,Must have completed one year of high school Biology in PPS (or other local urban school).,1,,CMU Team,,14,47,3,57,
